symbol,name,current_price,market_cap,pe_ratio,pb_ratio,roe,eps,book_value,beta,peg_ratio,roa,debt_to_equity,current_ratio,quick_ratio,revenue_growth,earnings_growth,operating_margin,net_margin,profit_margin,dividend_yield,volume,sector,market_cap_category,last_updated
NSE:CAPITALSFB-EQ,CAPITAL SMALL FIN BANK L,286.2,14310.0,11.96,1.7,16.99,48.62537999999999,168.35294117647058,1.19,1.4078869923484405,8.495,1.0,1.1,0.8250000000000001,12.0,10.2,5.0969999999999995,3.5678999999999994,3.5678999999999994,2.46,23624,Banking,mid_cap,2025-10-04 19:06:25.404867
NSE:ALPHA-EQ,KOTAKMAMC - KOTAKALPHA,47.68,14304.0,15.93,1.56,16.35,23.387040000000002,30.564102564102562,1.31,1.948623853211009,7.569444444444445,1.16,1.5,1.125,12.0,10.2,13.080000000000002,9.156,9.156,2.88,1149433,Others,mid_cap,2025-10-04 05:21:33.267226
NSE:UNIVCABLES-EQ,UNIVERSAL CABLES LTD,715.0,14300.0,18.14,2.05,16.1,115.11500000000001,348.7804878048781,1.18,2.2534161490683227,7.740384615384616,1.08,1.5,1.125,12.0,10.2,12.880000000000003,9.016000000000002,9.016000000000002,2.76,44490,Others,mid_cap,2025-10-04 10:06:06.127774
NSE:EVERESTIND-EQ,EVEREST INDUSTRIES LTD,714.8,14296.0,16.75,2.28,14.22,101.64456,313.50877192982455,1.04,2.3558368495077353,6.644859813084113,1.14,1.5,1.125,12.0,10.2,11.376000000000001,7.9632000000000005,7.9632000000000005,2.63,24020,Others,mid_cap,2025-10-04 19:06:25.373147
NSE:PONNIERODE-EQ,PONNIE SUGARS (ERODE) LTD,285.55,14277.5,9.45,1.18,14.63,41.77596500000001,241.99152542372883,1.3,1.2918660287081338,6.900943396226415,1.12,1.5,1.125,12.0,10.2,11.704,8.1928,8.1928,3.45,10403,Others,mid_cap,2025-10-04 19:06:26.577685
NSE:SILVERTUC-EQ,SILVER TOUCH TECHNO LTD,713.45,14269.0,16.22,2.2,18.58,132.55901,324.29545454545456,1.06,1.745963401506997,12.223684210526315,0.52,2.5,1.875,18.0,15.299999999999999,22.295999999999996,15.607199999999995,15.607199999999995,3.44,23550,Technology,mid_cap,2025-10-04 19:06:25.415499
NSE:MVGJL-EQ,MANOJ VAIBHAV GEM N JEW L,190.1,14257.5,12.99,1.52,18.27,52.096905,125.0657894736842,1.28,1.4220032840722496,8.380733944954128,1.18,1.5,1.125,12.0,10.2,14.616,10.2312,10.2312,2.57,83924,Others,mid_cap,2025-10-04 10:06:03.832384
NSE:MAZDA-EQ,MAZDA LIMITED,284.65,14232.5,16.72,1.72,17.18,48.90287,165.49418604651163,1.02,1.9464493597206052,8.676767676767676,0.98,2.5,1.875,18.0,15.299999999999999,20.616,14.431199999999999,14.431199999999999,2.16,33315,Technology,mid_cap,2025-10-04 10:06:07.019292
NSE:SIMPLEXINF-EQ,SIMPLEX INFRASTRUCTURES L,284.65,14232.5,14.11,1.58,14.03,39.93639499999999,180.15822784810123,1.27,2.0114041339985747,7.38421052631579,0.9,2.0,1.5,12.0,10.2,11.224,7.8568,7.8568,3.42,20405,Others,mid_cap,2025-10-04 19:06:25.634084
NSE:PASHUPATI-EQ,PASHUPATI COTSPIN LIMITED,711.15,14223.0,9.88,1.06,19.41,138.034215,670.8962264150942,1.08,1.0180319422977848,9.027906976744186,1.15,2.5,1.875,18.0,15.299999999999999,23.291999999999998,16.304399999999998,16.304399999999998,2.73,453,Technology,mid_cap,2025-10-05 08:24:35.088876
NSE:IVZINNIFTY-EQ,INVESCO INDIA NIFTY ETF,2840.0,14200.0,16.58,2.05,14.93,424.012,1385.3658536585367,1.43,2.221031480241125,8.730994152046783,0.71,2.0,1.5,12.0,10.2,11.944,8.3608,8.3608,2.8,11,Others,mid_cap,2025-10-05 08:24:35.219021
NSE:RESPONIND-EQ,RESPONSIVE INDUSTRIES LTD,189.3,14197.5,12.12,2.1,15.18,43.103609999999996,90.14285714285714,1.25,1.5968379446640315,9.25609756097561,0.64,2.0,1.5,12.0,10.2,12.144,8.5008,8.5008,2.15,84194,Others,mid_cap,2025-10-04 10:06:03.824027
NSE:PANAMAPET-EQ,PANAMA PETROCHEM LTD,283.7,14185.0,9.31,2.12,18.55,52.62635,133.82075471698113,1.34,1.0037735849056604,11.38036809815951,0.63,2.0,1.5,12.0,10.2,14.840000000000002,10.388,10.388,2.82,37810,Others,mid_cap,2025-10-04 10:06:06.645504
NSE:NSLNISP-EQ,NMDC STEEL LIMITED,47.2,14160.0,8.98,1.98,16.4,23.222399999999997,23.83838383838384,1.32,1.0951219512195123,8.541666666666666,0.92,2.5,1.875,18.0,15.299999999999999,19.679999999999996,13.775999999999996,13.775999999999996,2.38,7329917,Technology,mid_cap,2025-10-04 05:21:33.267226
NSE:MMP-EQ,MMP INDUSTRIES LIMITED,282.65,14132.5,15.91,1.13,17.21,48.644065,250.13274336283186,1.37,1.8489250435793143,10.689440993788821,0.61,2.5,1.875,18.0,15.299999999999999,20.652,14.4564,14.4564,2.32,19817,Technology,mid_cap,2025-10-04 19:06:25.693962
NSE:DONEAR-EQ,DONEAR IND. LIMITED,94.07,14110.5,14.34,2.1,13.16,18.569418,44.79523809523809,1.48,2.1793313069908815,8.024390243902438,0.64,2.5,1.875,18.0,15.299999999999999,15.792,11.0544,11.0544,3.21,59511,Technology,mid_cap,2025-10-04 10:06:04.797688
NSE:TARACHAND-EQ,TARA CHAND INFRA SOLN LTD,70.54,14108.0,8.51,1.36,12.93,18.241644,51.86764705882353,1.31,1.3163186388244392,6.769633507853403,0.91,2.0,1.5,12.0,10.2,10.344000000000001,7.2408,7.2408,3.22,105080,Others,mid_cap,2025-10-04 06:58:23.597734
NSE:ASAHISONG-EQ,ASAHI SONGWON COLOR LTD,281.65,14082.5,15.4,1.15,11.89,33.488185,244.91304347826087,1.16,2.590412111017662,6.7942857142857145,0.75,2.0,1.5,12.0,10.2,9.512,6.6584,6.6584,3.14,3907,Others,mid_cap,2025-10-04 19:06:27.594643
NSE:GOCOLORS-EQ,GO FASHION INDIA LTD,703.15,14063.0,18.4,2.19,15.06,105.89439,321.0730593607306,1.28,2.4435590969455507,8.911242603550296,0.69,2.0,1.5,12.0,10.2,12.048000000000002,8.4336,8.4336,3.47,32600,Others,mid_cap,2025-10-04 10:06:07.102946
NSE:NPBET-EQ,TATAAML - NPBET,280.79,14039.5,10.71,1.52,12.55,35.239145,184.73026315789474,1.18,1.706772908366534,7.339181286549708,0.71,2.0,1.5,12.0,10.2,10.040000000000001,7.0280000000000005,7.0280000000000005,2.18,390,Others,mid_cap,2025-10-05 08:24:35.114555
NSE:CPEDU-EQ,CAREER POINT EDUTECH LTD,280.3,14015.0,12.78,2.27,15.44,43.27832,123.48017621145375,1.08,1.655440414507772,7.568627450980392,1.04,2.5,1.875,18.0,15.299999999999999,18.528,12.969599999999998,12.969599999999998,2.55,15130,Technology,mid_cap,2025-10-04 19:06:26.069937
NSE:NEXT50-EQ,MIRAEAMC - MANXT50,700.38,14007.6,9.79,2.19,11.95,83.69541000000001,319.8082191780822,1.34,1.6384937238493724,7.8618421052631575,0.52,2.0,1.5,12.0,10.2,9.56,6.692,6.692,2.02,8910,Others,mid_cap,2025-10-04 19:06:26.845517
NSE:INFRAIETF-EQ,ICICIPRAMC - ICICIINFRA,93.11,13966.5,16.58,2.27,15.64,21.843606,41.01762114537445,1.21,2.120204603580562,10.289473684210527,0.52,2.0,1.5,12.0,10.2,12.512,8.7584,8.7584,2.39,58910,Others,mid_cap,2025-10-04 10:06:04.839652
NSE:DCW-EQ,DCW LTD,69.75,13950.0,12.26,1.07,15.04,20.9808,65.18691588785046,1.14,1.6303191489361704,9.894736842105262,0.52,2.0,1.5,12.0,10.2,12.032,8.4224,8.4224,2.52,409422,Others,mid_cap,2025-10-04 05:21:33.267226
NSE:RPOWER-EQ,RELIANCE POWER LTD.,46.48,13944.0,9.3,2.48,15.16,21.139104000000003,18.741935483870968,1.08,1.2269129287598945,9.358024691358024,0.62,2.0,1.5,12.0,10.2,9.096,6.3671999999999995,6.3671999999999995,1.71,18241806,Energy,mid_cap,2025-10-04 05:21:33.267226
NSE:SHAREINDIA-EQ,SHARE IND. SECURITIES LTD,139.04,13904.0,11.16,1.25,16.45,45.74416,111.232,1.5,1.356838905775076,8.47938144329897,0.94,2.5,1.875,18.0,15.299999999999999,19.74,13.817999999999998,13.817999999999998,3.21,346440,Technology,mid_cap,2025-10-04 05:21:33.267226
NSE:BUTTERFLY-EQ,BTRFLY GANDHI APPL LTD,694.35,13887.0,11.26,1.64,17.66,122.62221,423.38414634146346,1.13,1.27519818799547,8.44976076555024,1.09,1.5,1.125,12.0,10.2,14.128,9.8896,9.8896,3.37,4045,Others,mid_cap,2025-10-04 19:06:27.567753
NSE:JNKINDIA-EQ,JNK INDIA LIMITED,277.65,13882.5,8.47,1.05,12.37,34.345304999999996,264.4285714285714,1.25,1.3694421988682297,7.1502890173410405,0.73,2.5,1.875,18.0,15.299999999999999,14.843999999999998,10.390799999999997,10.390799999999997,2.46,18273,Technology,mid_cap,2025-10-04 19:06:25.794410
NSE:LICNFNHGP-EQ,LICNAMC - LICNFNHGP,277.38,13869.0,12.09,2.2,17.66,48.985308,126.08181818181816,1.31,1.3691959229898074,11.618421052631579,0.52,2.0,1.5,12.0,10.2,14.128,9.8896,9.8896,3.48,183,Others,mid_cap,2025-10-05 08:24:35.183813
NSE:POWERMECH-EQ,POWER MECH PROJECTS LTD.,2773.3,13866.5,17.4,1.65,17.16,475.89828000000006,1680.787878787879,1.04,2.027972027972028,10.035087719298247,0.71,2.0,1.5,12.0,10.2,10.296,7.207199999999999,7.207199999999999,2.74,36406,Energy,mid_cap,2025-10-04 10:06:06.768498
NSE:PODDARMENT-EQ,PODDAR PIGMENTS LIMITED,276.75,13837.5,17.71,1.41,13.23,36.614025,196.27659574468086,1.09,2.677248677248677,8.01818181818182,0.65,2.5,1.875,18.0,15.299999999999999,15.876,11.113199999999999,11.113199999999999,2.94,3645,Technology,mid_cap,2025-10-05 08:24:34.373669
NSE:LICNETFN50-EQ,LICNAMC - LICNFENGP,276.37,13818.5,15.52,1.54,14.93,41.262040999999996,179.46103896103895,1.28,2.0790354989953115,9.38993710691824,0.59,2.0,1.5,12.0,10.2,11.944,8.3608,8.3608,2.29,1392,Others,mid_cap,2025-10-05 08:24:34.827653
NSE:SBIETFPB-EQ,SBIAMC - SBIETFPB,276.18,13809.0,10.04,1.39,14.59,40.294661999999995,198.6906474820144,1.38,1.3762851267991774,7.760638297872341,0.88,2.0,1.5,12.0,10.2,11.672,8.1704,8.1704,2.14,6084,Others,mid_cap,2025-10-04 19:06:27.189957
NSE:MUTHOOTCAP-EQ,MUTHOOT CAP SERV LTD,275.95,13797.5,15.1,1.28,12.32,33.99704,215.5859375,1.08,2.4512987012987013,7.7,0.6,2.0,1.5,12.0,10.2,9.856000000000002,6.8992,6.8992,2.49,20767,Others,mid_cap,2025-10-04 19:06:25.598857
NSE:HONDAPOWER-EQ,HONDA I POWER PRODUCT LTD,2755.6,13778.0,8.93,1.69,9.53,262.60868,1630.5325443786983,1.1,1.786,5.3841807909604515,0.77,2.0,1.5,12.0,10.2,5.717999999999999,4.002599999999999,4.002599999999999,2.56,3201,Energy,mid_cap,2025-10-05 08:24:34.502495
NSE:MONTECARLO-EQ,MONTE CARLO FASHIONS LTD.,688.0,13760.0,14.13,1.85,15.0,103.2,371.8918918918919,1.06,1.8840000000000001,8.982035928143713,0.67,2.0,1.5,12.0,10.2,12.0,8.399999999999999,8.399999999999999,3.12,14788,Others,mid_cap,2025-10-04 19:06:26.131471
NSE:AMANTA-EQ,AMANTA HEALTHCARE LIMITED,137.45,13745.0,13.99,2.29,12.76,35.077239999999996,60.021834061135365,1.21,2.1927899686520376,5.82648401826484,1.19,2.5,1.875,18.0,15.299999999999999,15.312,10.718399999999999,10.718399999999999,2.87,140679,Technology,mid_cap,2025-10-08 04:04:54.399618
NSE:STCINDIA-EQ,THE STATE TRADING CORPN,137.32,13732.0,15.57,2.41,16.11,44.244504,56.97925311203319,1.05,1.9329608938547487,8.095477386934673,0.99,2.0,1.5,12.0,10.2,12.888,9.0216,9.0216,2.13,361195,Others,mid_cap,2025-10-04 06:58:19.748140
NSE:GLAXO-EQ,GLAXOSMITHKLINE PHARMA LT,2745.8,13729.000000000002,16.57,1.95,13.76,377.82208,1408.1025641025642,1.04,2.4084302325581395,7.644444444444444,0.8,2.5,1.875,18.0,15.299999999999999,16.512,11.558399999999999,11.558399999999999,2.73,47199,Technology,mid_cap,2025-10-04 19:06:25.077098
NSE:MSUMI-EQ,MOTHERSON SUMI WRNG IND L,45.74,13722.0,13.25,2.36,15.92,21.845423999999998,19.38135593220339,1.33,1.664572864321608,10.205128205128204,0.56,2.0,1.5,12.0,10.2,12.736,8.9152,8.9152,2.47,3044672,Others,mid_cap,2025-10-04 05:21:33.267226
NSE:GANESHBE-EQ,GANESH BENZOPLAST LIMITED,91.31,13696.5,17.8,1.51,12.78,17.504126999999997,60.47019867549669,1.07,2.7856025039123633,8.352941176470587,0.53,2.5,1.875,18.0,15.299999999999999,15.335999999999999,10.735199999999999,10.735199999999999,2.31,50528,Technology,mid_cap,2025-10-04 10:06:05.430558
NSE:NIFTY1-EQ,KOTAK NIFTY ETF,273.63,13681.5,14.82,1.95,16.09,44.027066999999995,140.3230769230769,1.49,1.8421379738968304,9.520710059171599,0.69,2.0,1.5,12.0,10.2,12.872,9.010399999999999,9.010399999999999,2.11,31161,Others,mid_cap,2025-10-04 10:06:07.181750
NSE:NBIFIN-EQ,N.B.I. IND. FIN. CO. LTD,2734.3,13671.500000000002,11.33,2.24,17.5,478.50250000000005,1220.669642857143,1.2,1.294857142857143,10.0,0.75,2.0,1.5,12.0,10.2,14.0,9.799999999999999,9.799999999999999,2.23,746,Others,mid_cap,2025-10-05 08:24:35.037552
NSE:AXISNIFTY-EQ,AXISAMC - AXISNIFTY,272.97,13648.500000000002,17.73,1.94,12.64,34.50340800000001,140.70618556701032,1.17,2.805379746835443,7.348837209302326,0.72,2.0,1.5,12.0,10.2,10.112000000000002,7.078400000000001,7.078400000000001,2.53,9242,Others,mid_cap,2025-10-04 19:06:26.812295
NSE:SMALLCAP-EQ,MIRAEAMC - SMALLCAP,45.44,13632.0,15.16,2.36,15.48,21.102336,19.25423728813559,1.49,1.958656330749354,8.322580645161292,0.86,2.0,1.5,12.0,10.2,12.384,8.6688,8.6688,2.02,1195425,Others,mid_cap,2025-10-04 05:21:33.267226
NSE:IDFNIFTYET-EQ,BANDHANAMC - IDFNIFTYET,272.32,13616.0,9.08,1.82,13.99,38.097568,149.6263736263736,1.25,1.2980700500357398,6.476851851851851,1.16,1.5,1.125,12.0,10.2,11.192,7.8344,7.8344,2.32,1117,Others,mid_cap,2025-10-05 08:24:34.955010
NSE:MANOMAY-EQ,MANOMAY TEX INDIA LTD,181.35,13601.25,11.87,1.64,12.24,33.29586,110.57926829268293,1.17,1.9395424836601305,5.970731707317074,1.05,1.5,1.125,12.0,10.2,9.792000000000002,6.854400000000001,6.854400000000001,3.47,63777,Others,mid_cap,2025-10-04 10:06:04.591771
NSE:QNIFTY-EQ,QUANTUM NIFTY 50 ETF,2716.02,13580.1,13.53,1.73,17.3,469.87146,1569.9537572254335,1.01,1.5641618497109826,8.522167487684728,1.03,1.5,1.125,12.0,10.2,13.840000000000002,9.688,9.688,2.38,312,Others,mid_cap,2025-10-05 08:24:35.145205
NSE:NETF-EQ,TATAAML - NETF,271.05,13552.5,15.73,1.36,15.95,43.232475,199.30147058823528,1.05,1.9724137931034484,8.137755102040817,0.96,2.0,1.5,12.0,10.2,12.76,8.931999999999999,8.931999999999999,3.11,11210,Others,mid_cap,2025-10-04 19:06:26.492546
NSE:STOVEKRAFT-EQ,STOVE KRAFT LIMITED,676.55,13530.999999999998,16.64,2.29,16.35,110.61592499999999,295.4366812227074,1.47,2.0354740061162078,7.712264150943397,1.12,2.5,1.875,18.0,15.299999999999999,19.62,13.734,13.734,2.2,47708,Technology,mid_cap,2025-10-04 19:06:25.071358
NSE:AKSHARCHEM-EQ,AKSHARCHEM INDIA LIMITED,270.6,13530.000000000002,14.4,1.0,17.45,47.2197,270.6,1.22,1.6504297994269341,9.136125654450261,0.91,2.5,1.875,18.0,15.299999999999999,20.939999999999998,14.657999999999998,14.657999999999998,2.46,2813,Technology,mid_cap,2025-10-05 08:24:34.560919
NSE:SFL-EQ,SHEELA FOAM LIMITED,676.5,13530.0,14.36,2.09,13.19,89.23034999999999,323.68421052631584,1.26,2.177407126611069,7.5371428571428565,0.75,2.5,1.875,18.0,15.299999999999999,15.828,11.0796,11.0796,2.52,39201,Technology,mid_cap,2025-10-04 10:06:06.554884
NSE:NIF100BEES-EQ,NIP IND ETF NIFTY 100,270.26,13513.0,10.65,2.2,14.18,38.322868,122.84545454545453,1.19,1.5021156558533146,7.542553191489362,0.88,2.0,1.5,12.0,10.2,11.344000000000001,7.9408,7.9408,2.17,24457,Others,mid_cap,2025-10-04 19:06:25.294330
NSE:CONSUMBEES-EQ,NIP IND ETF CONSUMPTION,135.09,13509.0,11.05,2.13,15.39,41.580702,63.42253521126761,1.22,1.4359974009096816,9.740506329113924,0.58,2.0,1.5,12.0,10.2,12.312000000000001,8.6184,8.6184,2.1,181306,Others,mid_cap,2025-10-04 06:58:21.561725
NSE:PARACABLES-EQ,PARAMOUNT COMM LTD,45.03,13509.0,10.08,2.21,14.51,19.601558999999998,20.37556561085973,1.32,1.3893866299104067,6.942583732057416,1.09,1.5,1.125,12.0,10.2,11.608,8.1256,8.1256,2.15,980528,Others,mid_cap,2025-10-04 05:21:33.267226
NSE:DIVGIITTS-EQ,DIVGI TORQTRANSFER SYST L,675.3,13505.999999999998,35.13,4.56,16.42,110.88426,148.0921052631579,1.49,4.278928136419001,12.728682170542637,0.29,2.5,1.875,12.0,10.2,13.136000000000003,9.195200000000002,9.195200000000002,0.94,11873,Others,mid_cap,2025-10-04 19:06:26.417827
NSE:KALYANIFRG-EQ,KALYANI FORGE LIMITED,674.7,13494.000000000002,12.7,2.54,18.12,122.25564000000004,265.62992125984255,1.37,1.4017660044150109,11.541401273885352,0.57,2.5,1.875,18.0,15.299999999999999,21.744,15.220799999999999,15.220799999999999,2.92,1271,Technology,mid_cap,2025-10-05 08:24:34.846283
NSE:SAHYADRI-EQ,SAHYADRI INDUSTRIES LTD,269.8,13490.0,13.28,1.28,15.8,42.6284,210.78125,1.33,1.681012658227848,8.144329896907218,0.94,2.0,1.5,12.0,10.2,12.64,8.847999999999999,8.847999999999999,2.18,7505,Others,mid_cap,2025-10-04 19:06:27.006482
NSE:KOTHARIPRO-EQ,KOTHARI PRODUCTS LTD,89.66,13449.0,14.83,2.15,16.6,22.32534,41.70232558139535,1.38,1.786746987951807,8.426395939086296,0.97,2.0,1.5,12.0,10.2,13.280000000000001,9.296,9.296,3.17,77252,Others,mid_cap,2025-10-04 10:06:04.095572
NSE:KHADIM-EQ,KHADIM INDIA LIMITED,268.25,13412.5,17.02,1.56,12.89,34.577425,171.9551282051282,1.1,2.6408068269976726,7.082417582417583,0.82,2.5,1.875,18.0,15.299999999999999,15.468,10.827599999999999,10.827599999999999,3.43,30645,Technology,mid_cap,2025-10-04 10:06:07.230013
NSE:DBCORP-EQ,D.B.CORP LTD,267.9,13394.999999999998,13.6,1.96,12.74,34.13046,136.68367346938774,1.03,2.1350078492935634,7.28,0.75,2.0,1.5,12.0,10.2,10.192,7.134399999999999,7.134399999999999,2.53,39690,Others,mid_cap,2025-10-04 10:06:06.536151
NSE:KDDL-EQ,KDDL LIMITED,2672.3,13361.500000000002,10.34,2.11,17.28,461.7734400000001,1266.4928909952607,1.39,1.196759259259259,10.666666666666666,0.62,2.5,1.875,18.0,15.299999999999999,20.736,14.5152,14.5152,2.49,4305,Technology,mid_cap,2025-10-04 19:06:27.495758
NSE:PURVA-EQ,PURAVANKARA LIMITED,267.2,13360.0,9.33,1.2,17.07,45.61104,222.66666666666666,1.42,1.0931458699472758,9.37912087912088,0.82,2.5,1.875,18.0,15.299999999999999,20.483999999999998,14.338799999999997,14.338799999999997,2.92,48738,Technology,mid_cap,2025-10-04 10:06:05.546633
NSE:FOCUS-EQ,FOCUS LIGHTG & FIXTRS LTD,88.66,13299.0,16.61,1.62,15.86,21.092214,54.72839506172839,1.32,2.0945775535939473,8.303664921465968,0.91,2.0,1.5,12.0,10.2,12.688,8.8816,8.8816,2.5,63919,Others,mid_cap,2025-10-04 10:06:04.575616
NSE:ASPINWALL-EQ,ASPINWALL & CO LTD,265.25,13262.5,16.8,2.22,15.54,41.219849999999994,119.48198198198197,1.48,2.1621621621621623,10.29139072847682,0.51,2.0,1.5,12.0,10.2,12.432,8.702399999999999,8.702399999999999,2.42,3459,Others,mid_cap,2025-10-05 08:24:34.414449
NSE:THEMISMED-EQ,THEMIS MEDICARE LTD.,132.54,13253.999999999998,15.37,0.99,14.4,38.171519999999994,133.87878787878788,1.38,2.134722222222222,9.056603773584907,0.59,2.0,1.5,12.0,10.2,11.520000000000001,8.064,8.064,2.92,108119,Others,mid_cap,2025-10-04 06:58:23.523986
NSE:BHARATGEAR-EQ,BHARAT GEARS LTD.,132.41,13241.0,16.13,1.87,15.95,42.23879,70.80748663101603,1.23,2.0225705329153603,7.453271028037384,1.14,1.5,1.125,12.0,10.2,12.76,8.931999999999999,8.931999999999999,2.25,207263,Others,mid_cap,2025-10-04 05:21:33.267226
NSE:PRUDENT-EQ,PRUDENT CORP ADV SER LTD,2645.4,13227.0,10.92,1.24,19.45,514.5303,2133.3870967741937,1.08,1.1228791773778921,9.974358974358974,0.95,2.0,1.5,12.0,10.2,15.56,10.892,10.892,2.63,19415,Others,mid_cap,2025-10-04 19:06:25.735339
NSE:SPARC-EQ,SUN PHARMA ADV.RES.CO.LTD,132.11,13211.000000000002,18.6,2.09,11.58,30.596676000000006,63.21052631578949,1.08,3.212435233160622,8.097902097902098,0.43,2.0,1.5,12.0,10.2,12.738000000000001,8.9166,8.9166,1.57,120979,Pharmaceutical,mid_cap,2025-10-04 10:06:03.419784
NSE:SESHAPAPER-EQ,SESHASAYEE PAPER & BOARDS,263.6,13180.000000000002,10.38,2.0,15.39,40.56804000000001,131.8,1.35,1.3489278752436649,8.744318181818182,0.76,2.0,1.5,12.0,10.2,12.312000000000001,8.6184,8.6184,2.26,33423,Others,mid_cap,2025-10-04 10:06:07.011720
NSE:MANALIPETC-EQ,MANALI PETROCHEMICALS LT,65.66,13132.0,16.1,1.84,19.54,25.659928,35.68478260869565,1.1,1.647901740020471,10.072164948453608,0.94,2.0,1.5,12.0,10.2,15.632,10.9424,10.9424,2.8,189219,Others,mid_cap,2025-10-04 10:06:03.143500
NSE:RITCO-EQ,RITCO LOGISTICS LIMITED,262.5,13125.0,20.21,4.9,20.34,53.3925,53.57142857142857,1.53,1.9872173058013767,14.633093525179854,0.39,2.5,1.875,18.0,15.299999999999999,24.407999999999998,17.085599999999996,17.085599999999996,1.71,16745,Technology,mid_cap,2025-10-04 19:06:25.916511
NSE:DCI-EQ,DC INFOTECH AND COMUN LTD,262.15,13107.499999999998,13.7,1.3,13.38,35.075669999999995,201.65384615384613,1.18,2.0478325859491777,8.06024096385542,0.66,2.5,1.875,18.0,15.299999999999999,16.056,11.2392,11.2392,3.24,30161,Technology,mid_cap,2025-10-04 19:06:25.185623
NSE:ARVSMART-EQ,ARVIND SMARTSPACES LTD,654.7,13094.000000000002,15.98,2.11,14.57,95.38979,310.2843601895735,1.41,2.193548387096774,7.2487562189054735,1.01,1.5,1.125,12.0,10.2,11.656,8.1592,8.1592,3.49,34743,Others,mid_cap,2025-10-04 10:06:06.899418
NSE:BHAGCHEM-EQ,BHAGIRADHA CHEM & INDS L,261.6,13080.000000000002,11.12,2.25,19.58,51.22128000000001,116.26666666666668,1.03,1.13585291113381,9.74129353233831,1.01,1.5,1.125,12.0,10.2,15.664,10.964799999999999,10.964799999999999,2.31,17748,Others,mid_cap,2025-10-04 19:06:25.822784
NSE:CREATIVE-EQ,CREATIVE NEWTECH LIMITED,653.8,13075.999999999998,13.15,1.48,12.97,84.79785999999999,441.7567567567567,1.44,2.027756360832691,8.422077922077923,0.54,2.5,1.875,18.0,15.299999999999999,15.564,10.8948,10.8948,2.31,3701,Technology,mid_cap,2025-10-05 08:24:34.360160
NSE:ETHOSLTD-EQ,ETHOS LIMITED,2611.6,13058.0,8.38,1.46,14.2,370.8472,1788.7671232876712,1.37,1.1802816901408453,7.634408602150538,0.86,2.5,1.875,18.0,15.299999999999999,17.04,11.927999999999999,11.927999999999999,3.25,19801,Technology,mid_cap,2025-10-04 19:06:25.699578
NSE:MTNL-EQ,MAHANAGAR TELEPHONE NIGAM,43.52,13056.000000000002,10.2,2.0,17.23,22.495488000000005,21.76,1.2,1.1839814277423097,10.379518072289155,0.66,2.0,1.5,12.0,10.2,13.784,9.6488,9.6488,2.39,1165282,Others,mid_cap,2025-10-04 05:21:33.267226
NSE:SANGHIIND-EQ,SANGHI INDUSTRIES LTD,65.22,13044.0,13.96,1.4,15.68,20.452992,46.58571428571429,1.37,1.7806122448979593,8.340425531914894,0.88,2.0,1.5,12.0,10.2,12.544,8.7808,8.7808,3.37,143733,Others,mid_cap,2025-10-04 06:58:22.432421
NSE:SAGILITY-EQ,SAGILITY LIMITED,43.44,13032.0,24.03,4.69,18.11,23.600951999999996,9.262260127931768,1.7,2.6537824406405304,15.747826086956522,0.15,2.5,1.875,18.0,15.299999999999999,21.732,15.212399999999999,15.212399999999999,0.7,9621607,Technology,mid_cap,2025-10-04 05:21:33.267226
NSE:INDIANCARD-EQ,INDIAN CARD CLOTHING CO.,260.55,13027.5,10.67,2.41,14.11,36.763605,108.11203319502074,1.4,1.5124025513819985,8.349112426035504,0.69,2.0,1.5,12.0,10.2,11.288,7.901599999999999,7.901599999999999,3.3,6009,Others,mid_cap,2025-10-04 19:06:27.217477
NSE:WCIL-EQ,WESTERN CARRIERS (IND) L,130.13,13013.0,8.33,1.31,17.31,45.051006,99.33587786259541,1.44,0.9624494511842866,11.16774193548387,0.55,2.0,1.5,12.0,10.2,13.847999999999999,9.693599999999998,9.693599999999998,2.65,320133,Others,mid_cap,2025-10-04 05:21:33.267226
NSE:WEL-EQ,WONDER ELECTRICALS LTD,130.05,13005.000000000002,14.14,1.54,11.89,30.92589000000001,84.44805194805195,1.13,2.3784693019343988,5.380090497737557,1.21,1.5,1.125,12.0,10.2,9.512,6.6584,6.6584,2.35,249923,Others,mid_cap,2025-10-04 06:58:20.526416
NSE:NIFTY50ADD-EQ,DSPAMC - DSPN50ETF,259.84,12991.999999999998,11.88,1.03,19.56,50.82470399999999,252.27184466019415,1.44,1.2147239263803682,10.294736842105262,0.9,2.0,1.5,12.0,10.2,15.648,10.9536,10.9536,2.23,6513,Others,mid_cap,2025-10-04 19:06:27.155542
NSE:XCHANGING-EQ,XCHANGING SOLUTIONS LTD,86.58,12987.0,11.03,1.82,17.48,22.701276000000004,47.57142857142857,1.46,1.2620137299771166,10.404761904761903,0.68,2.0,1.5,12.0,10.2,13.984000000000002,9.7888,9.7888,3.24,72284,Others,mid_cap,2025-10-04 10:06:04.263250
NSE:FOODSIN-EQ,FOODS & INNS LIMITED,86.47,12970.5,18.08,1.26,16.96,21.997968,68.62698412698413,1.3,2.132075471698113,11.012987012987013,0.54,2.5,1.875,18.0,15.299999999999999,20.352,14.2464,14.2464,2.4,89472,Technology,mid_cap,2025-10-04 10:06:03.566407
