symbol,name,current_price,market_cap,pe_ratio,pb_ratio,roe,eps,book_value,beta,peg_ratio,roa,debt_to_equity,current_ratio,quick_ratio,revenue_growth,earnings_growth,operating_margin,net_margin,profit_margin,dividend_yield,volume,sector,market_cap_category,last_updated
NSE:EMUDHRA-EQ,EMUDHRA LIMITED,632.3,126460.0,17.78,2.11,15.0,,,1.25,,,0.87,,,,,,,,2.95,125938,Technology,large_cap,2025-09-28 08:30:20.891586
NSE:QUESS-EQ,QUESS CORP LIMITED,252.8,126400.0,18.88,1.78,13.84,,,1.25,,,0.59,,,,,,,,3.47,388945,Technology,large_cap,2025-09-28 08:29:50.213154
NSE:DREDGECORP-EQ,DREDGING CORP OF INDIA,631.6,126320.0,10.9,1.53,12.28,,,1.48,,,0.75,,,,,,,,3.14,58503,Technology,large_cap,2025-09-28 08:30:23.128425
NSE:INDOSTAR-EQ,INDOSTAR CAPITAL FIN LTD,252.4,126200.0,16.43,0.99,16.33,,,1.26,,,0.6,,,,,,,,3.31,77063,Technology,large_cap,2025-09-28 08:30:22.406670
NSE:CANTABIL-EQ,CANTABIL RETAIL LTD,252.25,126125.0,19.59,2.09,17.89,,,1.13,,,1.2,,,,,,,,2.28,87173,Technology,large_cap,2025-09-28 08:30:22.167870
NSE:ROSSARI-EQ,ROSSARI BIOTECH LIMITED,630.4,126080.0,10.81,1.47,14.33,,,1.01,,,0.7,,,,,,,,3.3,37344,Technology,large_cap,2025-09-28 08:30:24.501591
NSE:SAGCEM-EQ,SAGAR CEMENTS LIMITED,252.1,126050.0,17.51,1.6,15.4,,,1.21,,,0.7,,,,,,,,2.99,109682,Technology,large_cap,2025-09-28 08:30:21.515358
NSE:SESHAPAPER-EQ,SESHASAYEE PAPER & BOARDS,252.0,126000.0,21.21,2.4,12.77,,,1.28,,,1.02,,,,,,,,2.05,17409,Technology,large_cap,2025-09-28 10:50:14.063259
NSE:RELIGARE-EQ,RELIGARE ENTER. LTD.,251.98,125990.0,15.5,2.36,16.2,,,1.33,,,0.74,,,,,,,,2.98,1925267,Technology,large_cap,2025-09-28 09:27:30.994322
NSE:NIFTYBETF-EQ,BFAM - NIFTYBETF,251.85,125925.0,19.61,2.03,12.29,,,1.18,,,0.6,,,,,,,,2.54,2305,Technology,large_cap,2025-09-28 10:53:22.466926
NSE:SMSPHARMA-EQ,SMS PHARMACEUTICALS LTD.,251.68,125840.0,18.76,3.13,18.5,,,1.02,,,0.55,,,,,,,,2.13,434506,Technology,large_cap,2025-09-28 08:29:48.695513
NSE:RHL-EQ,ROBUST HOTELS LIMITED,251.25,125625.0,20.01,1.79,12.97,,,1.05,,,1.09,,,,,,,,2.09,2956,Technology,large_cap,2025-09-28 10:53:22.386619
NSE:HINDUNILVR-EQ,HINDUSTAN UNILEVER LTD.,2511.8,125590.0,19.19,1.14,19.68,,,1.05,,,1.19,,,,,,,,2.23,885612,Technology,large_cap,2025-09-28 09:44:28.152416
NSE:TRANSWORLD-EQ,TRANSWORLD SHIP LINES LTD,250.45,125225.0,16.72,1.52,18.56,,,1.47,,,1.2,,,,,,,,2.71,19403,Technology,large_cap,2025-09-28 10:50:13.889182
NSE:FCL-EQ,FINEOTEX CHEMICAL LIMITED,250.44,125220.0,17.81,1.27,16.07,,,1.46,,,0.97,,,,,,,,2.02,15512058,Technology,large_cap,2025-09-28 10:45:08.056025
NSE:ARVSMART-EQ,ARVIND SMARTSPACES LTD,626.05,125210.0,16.25,2.31,13.25,,,1.4,,,0.73,,,,,,,,2.31,32901,Technology,large_cap,2025-09-28 10:50:12.731661
NSE:SPANDANA-EQ,SPANDANA SPHOORTY FIN LTD,250.39,125195.0,9.93,1.57,16.27,,,1.27,,,0.61,,,,,,,,3.22,81428,Technology,large_cap,2025-09-28 08:30:22.312363
NSE:ASTERDM-EQ,ASTER DM HEALTHCARE LTD.,625.1,125020.0,15.59,2.18,13.44,,,1.09,,,1.03,,,,,,,,2.97,733548,Technology,large_cap,2025-09-28 09:49:54.130804
NSE:BHAGCHEM-EQ,BHAGIRADHA CHEM & INDS L,249.9,124950.0,16.3,2.26,12.45,,,1.25,,,1.25,,,,,,,,2.84,19313,Technology,large_cap,2025-09-28 10:50:13.913334
NSE:JKIL-EQ,JKUMAR INFR.LTD.,624.7,124940.0,9.92,2.14,18.63,,,1.08,,,1.25,,,,,,,,2.33,89264,Technology,large_cap,2025-09-28 08:30:22.116032
NSE:NBIFIN-EQ,N.B.I. IND. FIN. CO. LTD,2498.4,124920.0,18.62,2.12,19.1,,,1.49,,,1.14,,,,,,,,2.4,313,Technology,large_cap,2025-09-28 10:53:22.674172
NSE:ZENITHEXPO-EQ,ZENITH EXPORTS LTD,249.55,124775.0,39.11,3.66,24.25,,,1.69,,,0.27,,,,,,,,0.78,831,Technology,large_cap,2025-09-28 10:53:22.630809
NSE:KMEW-EQ,KNOWLEDGE MARINE & EN W L,2492.0,124600.0,9.79,1.26,19.13,,,1.13,,,0.65,,,,,,,,3.14,54300,Technology,large_cap,2025-09-28 08:30:23.330382
NSE:KAPSTON-EQ,KAPSTON SERVICES LIMITED,249.13,124565.0,15.76,2.14,17.48,,,1.25,,,0.59,,,,,,,,2.1,11812,Technology,large_cap,2025-09-28 10:50:14.720558
NSE:TVSELECT-EQ,TVS ELECTRONICS LTD,622.7,124540.0,12.38,1.32,13.92,,,1.1,,,0.78,,,,,,,,2.37,1659651,Technology,large_cap,2025-09-28 09:30:07.040617
NSE:BANKBARODA-EQ,BANK OF BARODA,248.45,124225.0,20.44,1.59,15.44,,,1.28,,,1.23,,,,,,,,2.9,7652782,Technology,large_cap,2025-09-28 09:09:51.852808
NSE:RITES-EQ,RITES LIMITED,248.31,124155.0,35.42,5.09,24.85,,,1.38,,,0.21,,,,,,,,1.74,37461051,Technology,large_cap,2025-09-28 10:48:18.207239
NSE:MANKIND-EQ,MANKIND PHARMA LIMITED,2482.9,124145.0,19.44,1.13,13.26,,,1.38,,,0.95,,,,,,,,3.19,335153,Technology,large_cap,2025-09-28 08:29:51.568801
NSE:DOMS-EQ,DOMS INDUSTRIES LIMITED,2480.3,124015.0,9.86,2.25,14.22,,,1.37,,,1.25,,,,,,,,2.36,35894,Technology,large_cap,2025-09-28 08:30:24.645367
NSE:VARROC-EQ,VARROC ENGINEERING LTD.,617.85,123570.0,13.23,1.44,18.66,,,1.41,,,0.91,,,,,,,,3.1,205875,Technology,large_cap,2025-09-28 08:29:54.532194
NSE:SHALBY-EQ,SHALBY LIMITED,247.13,123565.0,20.83,2.0,15.92,,,1.27,,,0.83,,,,,,,,2.6,514441,Technology,large_cap,2025-09-28 08:23:37.773618
NSE:EIEL-EQ,ENVIRO INFRA ENGINEERS L,247.13,123565.0,13.1,2.4,17.03,,,1.15,,,0.93,,,,,,,,2.78,1069615,Technology,large_cap,2025-09-28 09:39:40.640864
NSE:KANSAINER-EQ,KANSAI NEROLAC PAINTS LTD,246.58,123290.0,15.32,1.56,13.74,,,1.04,,,0.64,,,,,,,,3.2,428421,Technology,large_cap,2025-09-28 08:29:48.773087
NSE:WANBURY-EQ,WANBURY LIMITED,246.55,123275.0,13.88,1.73,16.98,,,1.32,,,0.69,,,,,,,,3.06,82780,Technology,large_cap,2025-09-28 08:30:22.285071
NSE:AJANTPHARM-EQ,AJANTA PHARMA LIMITED,2465.2,123260.0,20.12,1.62,17.97,,,1.42,,,0.67,,,,,,,,2.31,120743,Technology,large_cap,2025-09-28 08:30:21.033619
NSE:SHREEJISPG-EQ,SHREEJI SHIPPING GLOBAL L,246.3,123150.0,15.39,1.84,15.8,,,1.3,,,0.62,,,,,,,,2.71,287306,Technology,large_cap,2025-09-28 08:29:52.413997
NSE:KRYSTAL-EQ,KRYSTAL INTEGRATED SER L,615.45,123090.0,20.69,1.98,17.65,,,1.24,,,0.94,,,,,,,,2.86,14559,Technology,large_cap,2025-09-28 10:50:14.363360
NSE:MARATHON-EQ,MARATHON NXTGEN REALT LTD,615.35,123070.0,14.59,1.95,16.1,,,1.29,,,1.15,,,,,,,,2.03,95580,Technology,large_cap,2025-09-28 08:30:21.891959
NSE:SOLARA-EQ,SOLARA ACTIVE PHA SCI LTD,615.3,123060.0,17.0,1.4,15.08,,,1.43,,,0.57,,,,,,,,2.06,367344,Technology,large_cap,2025-09-28 08:29:50.730786
NSE:SPMLINFRA-EQ,SPML INFRA LIMITED,245.4,122700.0,17.96,1.89,14.79,,,1.2,,,0.82,,,,,,,,2.86,508614,Technology,large_cap,2025-09-28 08:23:37.836528
NSE:BLACKBUCK-EQ,BLACKBUCK LIMITED,613.4,122680.0,15.78,2.0,18.39,,,1.32,,,1.11,,,,,,,,2.72,686485,Technology,large_cap,2025-09-28 09:52:09.231775
NSE:RAYMONDREL-EQ,RAYMOND REALTY LIMITED,612.9,122580.0,14.32,2.16,17.49,,,1.39,,,0.9,,,,,,,,2.71,135700,Technology,large_cap,2025-09-28 08:29:57.285039
NSE:UTTAMSUGAR-EQ,UTTAM SUGAR MILLS LTD.,245.0,122500.0,10.59,2.03,18.2,,,1.17,,,0.66,,,,,,,,3.25,62820,Technology,large_cap,2025-09-28 08:30:22.914746
NSE:WONDERLA-EQ,WONDERLA HOLIDAYS LTD.,612.35,122470.0,19.19,1.98,18.49,,,1.2,,,0.95,,,,,,,,2.59,21436,Technology,large_cap,2025-09-28 10:50:13.731811
NSE:UDS-EQ,UPDATER SERVICES LIMITED,244.85,122425.0,19.01,2.26,15.06,,,1.29,,,1.1,,,,,,,,2.12,198790,Technology,large_cap,2025-09-28 08:29:54.831541
NSE:SYNGENE-EQ,SYNGENE INTERNATIONAL LTD,609.45,121890.0,20.63,1.12,14.6,,,1.02,,,1.22,,,,,,,,2.71,870657,Technology,large_cap,2025-09-28 09:44:50.001568
NSE:AEGISVOPAK-EQ,AEGIS VOPAK TERMINALS LTD,243.51,121755.0,16.75,2.09,15.18,,,1.44,,,0.57,,,,,,,,2.21,773260,Technology,large_cap,2025-09-28 09:48:02.335032
NSE:CARTRADE-EQ,CARTRADE TECH LIMITED,2434.1,121705.0,14.54,1.43,18.72,,,1.46,,,0.71,,,,,,,,2.37,1551033,Technology,large_cap,2025-09-28 09:31:05.661681
NSE:MIDQ50ADD-EQ,DSPAMC - DSPQ50ETF,243.36,121680.0,10.86,1.16,15.16,,,1.25,,,0.57,,,,,,,,2.92,11342,Technology,large_cap,2025-09-28 10:50:14.789553
NSE:LAOPALA-EQ,LA OPALA RG LIMITED,243.3,121650.0,11.03,1.32,16.88,,,1.36,,,1.21,,,,,,,,2.6,59928,Technology,large_cap,2025-09-28 08:30:23.044477
NSE:RAYMOND-EQ,RAYMOND LTD,607.15,121430.0,18.6,1.72,18.09,,,1.31,,,0.66,,,,,,,,2.74,166106,Technology,large_cap,2025-09-28 08:29:56.203884
NSE:JUBLFOOD-EQ,JUBILANT FOODWORKS LTD,606.9,121380.0,10.91,2.2,19.77,,,1.12,,,0.73,,,,,,,,2.09,2045929,Technology,large_cap,2025-09-28 09:26:45.932848
NSE:KEYFINSERV-EQ,KEYNOTE FIN SERV LTD.,242.55,121275.0,10.95,1.77,17.61,,,1.36,,,0.86,,,,,,,,3.4,8246,Technology,large_cap,2025-09-28 10:50:15.087528
NSE:SWSOLAR-EQ,STRLNG & WIL REN ENE LTD,242.55,121275.0,11.34,1.26,19.49,,,1.24,,,0.89,,,,,,,,3.13,1634205,Technology,large_cap,2025-09-28 09:30:16.187645
NSE:JINDRILL-EQ,JINDAL DRILLING IND. LTD,606.05,121210.0,17.65,1.4,14.58,,,1.4,,,1.23,,,,,,,,3.29,101850,Technology,large_cap,2025-09-28 08:30:21.742075
NSE:SHRIRAMFIN-EQ,SHRIRAM FINANCE LIMITED,606.05,121210.0,14.3,1.08,14.15,,,1.42,,,1.17,,,,,,,,2.23,3958021,Technology,large_cap,2025-09-28 09:17:11.153839
NSE:SALONA-EQ,SALONA COTSPIN LTD.,242.14,121070.0,18.93,2.22,15.82,,,1.49,,,0.95,,,,,,,,3.06,141,Technology,large_cap,2025-09-28 10:53:22.702888
NSE:RATNAMANI-EQ,RATNAMANI MET & TUB LTD.,2413.8,120690.0,19.11,1.63,15.97,,,1.44,,,1.3,,,,,,,,2.19,36491,Technology,large_cap,2025-09-28 08:30:24.562938
NSE:LANDMARK-EQ,LANDMARK CARS LIMITED,602.55,120510.0,16.21,2.3,13.21,,,1.26,,,0.72,,,,,,,,2.3,67236,Technology,large_cap,2025-09-28 08:30:22.731092
NSE:DPWIRES-EQ,D P WIRES LIMITED,240.93,120465.0,14.4,1.0,13.77,,,1.14,,,0.83,,,,,,,,2.43,59689,Technology,large_cap,2025-09-28 08:30:23.056845
NSE:GEMAROMA-EQ,GEM AROMATICS LIMITED,240.9,120450.0,17.25,1.69,16.14,,,1.18,,,1.16,,,,,,,,2.63,555397,Technology,large_cap,2025-09-28 09:57:35.285639
NSE:AFFORDABLE-EQ,AFFORD ROBO & AUTO LTD,240.8,120400.0,17.49,1.68,17.51,,,1.02,,,0.94,,,,,,,,3.46,52883,Technology,large_cap,2025-09-28 08:30:23.443908
NSE:CHEMFAB-EQ,CHEMFAB ALKALIS LIMITED,601.95,120390.0,19.31,1.78,17.12,,,1.41,,,0.74,,,,,,,,2.67,3920,Technology,large_cap,2025-09-28 10:50:15.726803
NSE:ASAL-EQ,AUTOMOTIVE STAMPINGS & AS,600.75,120150.0,16.73,1.22,17.86,,,1.25,,,0.68,,,,,,,,2.53,6811219,Technology,large_cap,2025-09-28 09:11:21.090156
NSE:MOSCHIP-EQ,MOSCHIP TECHNOLOGIES LTD,239.75,119875.0,18.95,2.36,14.91,,,1.15,,,1.02,,,,,,,,2.01,3347068,Technology,large_cap,2025-09-28 09:18:52.316254
NSE:SILINV-EQ,SIL INVESTMENTS LIMITED,598.85,119770.0,17.37,1.56,14.5,,,1.24,,,0.86,,,,,,,,2.9,3379,Technology,large_cap,2025-09-28 10:50:15.840760
NSE:RUSTOMJEE-EQ,KEYSTONE REALTORS LIMITED,598.0,119600.0,18.93,1.99,17.27,,,1.48,,,0.69,,,,,,,,2.81,17155,Technology,large_cap,2025-09-28 10:50:14.086751
NSE:STYRENIX-EQ,STYRENIX PERFORMANCE LTD,2387.9,119395.0,14.95,2.13,17.35,,,1.05,,,1.02,,,,,,,,3.45,30411,Technology,large_cap,2025-09-28 10:50:12.988937
NSE:MAHSEAMLES-EQ,MAHARASHTRA SEAMLESS LTD,596.8,119360.0,9.86,2.54,18.26,,,1.34,,,0.88,,,,,,,,2.68,213425,Technology,large_cap,2025-09-28 08:29:54.391736
NSE:ONGC-EQ,OIL AND NATURAL GAS CORP.,238.02,119010.0,10.51,1.18,18.85,,,1.35,,,0.6,,,,,,,,2.96,6349466,Technology,large_cap,2025-09-28 09:12:07.342835
NSE:PNGJL-EQ,P N GADGIL JEWELLERS LTD,594.95,118990.0,16.75,1.41,14.3,,,1.38,,,0.69,,,,,,,,3.02,140491,Technology,large_cap,2025-09-28 08:29:57.127676
NSE:SCPL-EQ,SHEETAL COOL PRODUCTS LTD,237.91,118955.0,14.08,1.44,13.51,,,1.08,,,0.89,,,,,,,,2.73,7311,Technology,large_cap,2025-09-28 10:50:15.198072
NSE:DAMCAPITAL-EQ,DAM CAPITAL ADVISORS LTD,237.48,118740.0,26.07,4.16,18.13,,,1.44,,,0.38,,,,,,,,1.94,723485,Technology,large_cap,2025-09-28 09:50:42.496344
NSE:GREENLAM-EQ,GREENLAM INDUSTRIES LTD.,236.74,118370.0,12.75,2.22,16.97,,,1.35,,,1.25,,,,,,,,2.75,123575,Technology,large_cap,2025-09-28 08:30:20.922317
NSE:HEUBACHIND-EQ,HEUBACH COLORANTS IND LTD,591.8,118360.0,18.05,2.01,19.27,,,1.16,,,1.01,,,,,,,,2.11,12609,Technology,large_cap,2025-09-28 10:50:14.600191
NSE:INDIAMART-EQ,INDIAMART INTERMESH LTD,2366.8,118340.0,19.73,3.18,16.73,,,1.01,,,1.07,,,,,,,,3.18,67852,Technology,large_cap,2025-09-28 08:30:22.699257
NSE:LTF-EQ,L&T FINANCE LIMITED,236.29,118145.0,16.84,2.28,19.22,,,1.04,,,1.21,,,,,,,,3.37,6695936,Technology,large_cap,2025-09-28 09:11:41.210226
NSE:PRIVISCL-EQ,PRIVI SPECIALITY CHE LTD,2362.5,118125.0,19.73,3.18,16.73,,,1.41,,,1.07,,,,,,,,3.18,39165,Technology,large_cap,2025-09-28 08:30:24.321957
NSE:WIPRO-EQ,WIPRO LTD,235.75,117875.0,15.8,1.81,15.77,,,1.04,,,0.77,,,,,,,,3.17,16999628,Technology,large_cap,2025-09-28 10:44:58.531861
NSE:GMDCLTD-EQ,GUJARAT MINERAL DEV CORP,589.0,117800.0,18.49,2.45,15.53,,,1.1,,,0.92,,,,,,,,3.12,6075181,Technology,large_cap,2025-09-28 09:12:56.191497
NSE:PATANJALI-EQ,PATANJALI FOODS LIMITED,589.0,117800.0,15.15,1.58,17.67,,,1.17,,,0.59,,,,,,,,3.37,450394,Technology,large_cap,2025-09-28 08:29:48.311718
NSE:TEJASNET-EQ,TEJAS NETWORKS LIMITED,588.8,117760.0,9.94,1.2,12.56,,,1.09,,,0.75,,,,,,,,2.49,889236,Technology,large_cap,2025-09-28 09:44:17.572694
NSE:PREMEXPLN-EQ,PREMIER EXPLOSIVES LTD,588.75,117750.0,12.11,2.21,11.96,,,1.13,,,1.28,,,,,,,,2.58,863875,Technology,large_cap,2025-09-28 09:45:12.642185
NSE:JAYAGROGN-EQ,JAYANT AGRO ORGANICS LTD,235.25,117625.0,17.98,2.41,18.02,,,1.26,,,0.78,,,,,,,,2.73,5025,Technology,large_cap,2025-09-28 10:50:15.552502
NSE:PENIND-EQ,PENNAR INDUSTRIES LTD,235.22,117610.0,17.56,1.02,19.21,,,1.11,,,1.14,,,,,,,,2.82,891676,Technology,large_cap,2025-09-28 09:44:10.982392
NSE:BALKRISIND-EQ,BALKRISHNA IND. LTD,2352.2,117610.0,15.99,1.32,15.57,,,1.42,,,0.79,,,,,,,,2.71,39308,Technology,large_cap,2025-09-28 08:30:24.307940
NSE:EUROPRATIK-EQ,EURO PRATIK SALES LIMITED,234.69,117345.0,9.87,1.07,14.81,,,1.04,,,0.64,,,,,,,,3.12,593931,Technology,large_cap,2025-09-28 09:55:31.500593
NSE:TIPSMUSIC-EQ,TIPS MUSIC LIMITED,586.6,117320.0,16.85,2.08,19.05,,,1.08,,,0.64,,,,,,,,2.76,98826,Technology,large_cap,2025-09-28 08:30:21.791342
NSE:LIKHITHA-EQ,LIKHITHA INFRASTRUC LTD,234.61,117305.0,28.11,2.66,17.86,,,1.26,,,0.16,,,,,,,,0.89,62416,Technology,large_cap,2025-09-28 08:30:22.954637
NSE:ASIANPAINT-EQ,ASIAN PAINTS LIMITED,2342.8,117140.0,18.17,2.3,18.94,,,1.37,,,0.96,,,,,,,,3.5,1089446,Technology,large_cap,2025-09-28 09:39:02.699491
NSE:ICICIPRULI-EQ,ICICI PRU LIFE INS CO LTD,585.5,117100.0,15.94,1.77,12.73,,,1.34,,,1.04,,,,,,,,2.21,792307,Technology,large_cap,2025-09-28 09:47:11.945349
NSE:URAVIDEF-EQ,URAVI DEFENCE &TECH LTD,233.45,116725.0,16.18,2.31,12.93,,,1.0,,,0.67,,,,,,,,2.18,6974,Technology,large_cap,2025-09-28 10:50:15.240422
NSE:ITDC-EQ,INDIA TOUR. DEV. CO. LTD.,583.35,116670.0,27.62,5.89,19.18,,,1.56,,,0.12,,,,,,,,1.53,37851,Technology,large_cap,2025-09-28 08:30:24.430439
NSE:GHCL-EQ,GHCL LIMITED,582.3,116460.0,10.67,1.42,16.3,,,1.46,,,1.16,,,,,,,,2.18,148360,Technology,large_cap,2025-09-28 08:29:56.798154
NSE:BAJAJCON-EQ,BAJAJ CONSUMER CARE LTD,232.89,116445.0,20.94,2.29,18.09,,,1.44,,,0.98,,,,,,,,2.85,655003,Technology,large_cap,2025-09-28 09:53:44.160204
NSE:TIIL-EQ,TECHNOCRAFT IND LTD,2325.0,116250.0,21.18,2.23,15.61,,,1.46,,,1.13,,,,,,,,2.23,5937,Technology,large_cap,2025-09-28 10:50:15.382473
NSE:VAIBHAVGBL-EQ,VAIBHAV GLOBAL LIMITED,232.48,116240.0,21.46,1.85,17.37,,,1.26,,,0.72,,,,,,,,2.09,241900,Technology,large_cap,2025-09-28 08:29:53.491515
NSE:BORORENEW-EQ,BOROSIL RENEWABLES LTD,580.95,116190.0,18.74,2.05,13.78,,,1.25,,,1.05,,,,,,,,2.41,1281980,Technology,large_cap,2025-09-28 09:35:25.529715
NSE:SREEL-EQ,SREELEATHERS LIMITED,232.12,116060.0,17.26,1.67,19.3,,,1.28,,,1.27,,,,,,,,2.74,9699,Technology,large_cap,2025-09-28 10:50:14.920886
NSE:ARTEMISMED-EQ,ARTEMIS MED SERVICE LTD,232.02,116010.0,15.82,1.99,15.28,,,1.03,,,0.72,,,,,,,,3.41,267194,Technology,large_cap,2025-09-28 08:29:52.829554
NSE:SRHHYPOLTD-EQ,SREE RAYALSEEMA HHP LTD.,579.7,115940.0,18.12,2.15,17.7,,,1.02,,,1.29,,,,,,,,2.32,9964,Technology,large_cap,2025-09-28 10:50:14.904092
NSE:UNIVASTU-EQ,UNIVASTU INDIA LIMITED,231.4,115700.0,20.2,2.32,12.11,,,1.28,,,0.71,,,,,,,,3.05,10808,Technology,large_cap,2025-09-28 10:50:14.833784
NSE:BHEL-EQ,BHEL,231.01,115505.0,14.89,1.31,17.62,,,1.4,,,0.6,,,,,,,,2.89,4520518,Technology,large_cap,2025-09-28 09:15:52.331505
NSE:SHK-EQ,S H KELKAR AND CO. LTD.,230.66,115330.0,9.95,1.28,15.25,,,1.36,,,0.66,,,,,,,,3.24,211197,Technology,large_cap,2025-09-28 08:29:54.405406
NSE:NYKAA-EQ,FSN E COMMERCE VENTURES,230.62,115310.0,18.31,1.62,14.32,,,1.1,,,0.94,,,,,,,,2.77,1792733,Technology,large_cap,2025-09-28 09:29:37.056595
NSE:RPGLIFE-EQ,RPG LIFE SCIENCES LTD,2305.2,115260.0,21.29,2.26,18.74,,,1.4,,,0.8,,,,,,,,2.08,11628,Technology,large_cap,2025-09-28 10:50:14.728186
NSE:SMARTWORKS-EQ,SMARTWORKS COWORKING SP L,575.75,115150.0,20.9,1.22,14.32,,,1.05,,,0.95,,,,,,,,2.81,318745,Technology,large_cap,2025-09-28 08:29:51.906248
NSE:INDGN-EQ,INDEGENE LIMITED,575.4,115080.0,17.09,1.75,19.1,,,1.03,,,0.74,,,,,,,,2.23,388972,Technology,large_cap,2025-09-28 08:29:50.201520
NSE:SSWL-EQ,STEEL STRIPS WHEELS LTD.,229.66,114830.0,13.5,2.38,14.0,,,1.46,,,1.06,,,,,,,,2.42,124878,Technology,large_cap,2025-09-28 08:30:20.898253
NSE:HUHTAMAKI-EQ,HUHTAMAKI INDIA LIMITED,229.52,114760.0,10.01,1.66,12.52,,,1.22,,,0.56,,,,,,,,3.09,372193,Technology,large_cap,2025-09-28 08:29:50.656468
NSE:INDIQUBE-EQ,INDIQUBE SPACES LIMITED,229.41,114705.0,11.24,1.16,17.36,,,1.47,,,1.28,,,,,,,,2.23,253763,Technology,large_cap,2025-09-28 08:29:53.176846
NSE:ANUP-EQ,THE ANUP ENGINEERING LTD,2292.7,114635.0,14.74,1.12,18.35,,,1.21,,,0.58,,,,,,,,3.17,30674,Technology,large_cap,2025-09-28 10:50:12.931374
NSE:TDPOWERSYS-EQ,TD POWER SYSTEMS LTD.,573.15,114630.0,10.84,2.1,19.55,,,1.05,,,1.24,,,,,,,,2.25,1003826,Technology,large_cap,2025-09-28 09:41:14.515579
NSE:RAMKY-EQ,RAMKY INFRA LTD,572.65,114530.0,10.61,1.56,15.82,,,1.26,,,0.66,,,,,,,,2.65,75808,Technology,large_cap,2025-09-28 08:30:22.452800
NSE:AVL-EQ,ADITYA VISION LIMITED,572.05,114410.0,14.24,1.98,15.09,,,1.24,,,0.78,,,,,,,,3.28,449728,Technology,large_cap,2025-09-28 08:29:48.329072
NSE:MINDACORP-EQ,MINDA CORPORATION LTD,571.3,114260.0,18.05,2.14,19.77,,,1.05,,,1.32,,,,,,,,2.37,929711,Technology,large_cap,2025-09-28 09:43:19.081095
NSE:NURECA-EQ,NURECA LIMITED,228.34,114170.0,17.33,1.8,14.21,,,1.24,,,0.7,,,,,,,,2.13,8505,Technology,large_cap,2025-09-28 10:50:15.009039
NSE:EUREKAFORB-EQ,EUREKA FORBES LIMITED,570.4,114080.0,17.51,1.93,13.41,,,1.3,,,1.31,,,,,,,,2.99,52501,Technology,large_cap,2025-09-28 08:30:23.464931
NSE:INDOFARM-EQ,INDO FARM EQUIPMENT LTD,228.13,114065.0,12.62,1.82,14.39,,,1.12,,,0.86,,,,,,,,3.21,435637,Technology,large_cap,2025-09-28 08:29:48.667909
NSE:BARBEQUE-EQ,BARBEQUE NATION HOSP. LTD,227.45,113725.0,14.2,2.08,14.85,,,1.01,,,0.65,,,,,,,,3.44,176154,Technology,large_cap,2025-09-28 08:29:55.717021
NSE:BLUESTONE-EQ,BLUESTONE JEWEL LFSTL LTD,567.45,113490.0,13.78,1.6,17.8,,,1.22,,,1.14,,,,,,,,2.87,225698,Technology,large_cap,2025-09-28 08:29:54.012733
NSE:CELLO-EQ,CELLO WORLD LIMITED,566.5,113300.0,18.95,1.39,19.22,,,1.48,,,1.29,,,,,,,,2.6,175054,Technology,large_cap,2025-09-28 08:29:55.883980
NSE:SARDAEN-EQ,SARDA ENERGY & MIN LTD,566.4,113280.0,10.8,1.05,14.74,,,1.35,,,1.25,,,,,,,,2.09,891876,Technology,large_cap,2025-09-28 09:44:04.982403
NSE:MWL-EQ,MANGALAM WORLDWIDE LTD,226.55,113275.0,13.6,1.63,19.14,,,1.06,,,1.24,,,,,,,,2.48,19374,Technology,large_cap,2025-09-28 10:50:13.900046
NSE:SHREYANIND-EQ,SHREYANS INDUSTRIES LTD,226.47,113235.0,21.56,1.07,13.34,,,1.16,,,0.7,,,,,,,,2.77,4626,Technology,large_cap,2025-09-28 10:50:15.636019
NSE:JINDALPOLY-EQ,JINDAL POLY FILMS LIMITED,566.15,113230.0,10.59,1.9,17.89,,,1.06,,,0.64,,,,,,,,2.58,52869,Technology,large_cap,2025-09-28 08:30:23.451537
NSE:ELECON-EQ,ELECON ENG. CO. LTD,565.7,113140.0,16.13,2.28,13.13,,,1.04,,,0.71,,,,,,,,2.28,281316,Technology,large_cap,2025-09-28 08:29:52.529495
NSE:KIRIINDUS-EQ,KIRI INDUSTRIES LIMITED,565.6,113120.0,20.7,1.07,12.13,,,1.26,,,0.9,,,,,,,,3.49,201706,Technology,large_cap,2025-09-28 08:29:54.670740
NSE:AWFIS-EQ,AWFIS SPACE SOLUTIONS LTD,565.55,113110.0,19.76,1.95,17.56,,,1.33,,,1.24,,,,,,,,3.34,116222,Technology,large_cap,2025-09-28 08:30:21.338121
NSE:AMBUJACEM-EQ,AMBUJA CEMENTS LTD,565.2,113040.0,13.24,2.23,17.78,,,1.03,,,1.17,,,,,,,,2.54,1858418,Technology,large_cap,2025-09-28 09:28:38.578829
NSE:LICHSGFIN-EQ,LIC HOUSING FINANCE LTD,564.95,112990.0,9.76,1.82,13.04,,,1.45,,,0.86,,,,,,,,2.89,788424,Technology,large_cap,2025-09-28 09:47:22.532047
NSE:TEMBO-EQ,TEMBO GLOBAL IND LTD,564.5,112900.0,13.21,1.94,14.62,,,1.08,,,1.02,,,,,,,,2.8,86727,Technology,large_cap,2025-09-28 08:30:22.178636
